,VerseId,VerseContent,UntrimmedAudio
125,MAT.4.15,"â€œNimwumve ntara ya Zabuloni n'iya Nafutali,",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/4-8fc5b7e3b8fe1e259e47d55f01b92f02.mp3?version_id=387
126,MAT.4.15,"ahagana ku nyanja no hakurya ya Yorodani,",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/4-8fc5b7e3b8fe1e259e47d55f01b92f02.mp3?version_id=387
127,MAT.4.15,aho ni ho Galileya ituwe n'abanyamahanga.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/4-8fc5b7e3b8fe1e259e47d55f01b92f02.mp3?version_id=387
129,MAT.4.16,"Abantu bÄÅri mu mwijima bigunze, babonye umucyo mwinshi.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/4-8fc5b7e3b8fe1e259e47d55f01b92f02.mp3?version_id=387
130,MAT.4.16,"AbÄÅri mu gihugu cyacuze umwijima w'urupfu bigunze,",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/4-8fc5b7e3b8fe1e259e47d55f01b92f02.mp3?version_id=387
131,MAT.4.16,urumuri rwarabamurikiye.â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/4-8fc5b7e3b8fe1e259e47d55f01b92f02.mp3?version_id=387
133,MAT.4.17,Kuva ubwo Yezu atangira gutangaza ati: â€œNimwihane kuko ubwami bw'ijuru bwegereje.â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/4-8fc5b7e3b8fe1e259e47d55f01b92f02.mp3?version_id=387
135,MAT.4.18,"Yezu agenda ahakikiye ikiyaga cya Galileya, abona abarobyi babiri bava inda imwe, Simoni witwa Petero na Andereya, barobesha umutego w'amafi mu kiyaga. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/4-8fc5b7e3b8fe1e259e47d55f01b92f02.mp3?version_id=387
136,MAT.4.19,Arababwira ati: â€œNimunkurikire nzabagira abarobyi b'abantu.â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/4-8fc5b7e3b8fe1e259e47d55f01b92f02.mp3?version_id=387
138,MAT.4.20,Bahita basiga aho imitego yabo baramukurikira,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/4-8fc5b7e3b8fe1e259e47d55f01b92f02.mp3?version_id=387
140,MAT.4.21,"Yigiye imbere gato abona abandi bavandimwe babiri, Yakobo na Yohani bari hamwe na se Zebedeyi mu bwato, batunganya imitego barobeshaga. Na bo Yezu arabahamagara. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/4-8fc5b7e3b8fe1e259e47d55f01b92f02.mp3?version_id=387
141,MAT.4.22,"Ako kanya basiga se n'ubwato bwabo, baramukurikira.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/4-8fc5b7e3b8fe1e259e47d55f01b92f02.mp3?version_id=387
143,MAT.4.23,"Nuko Yezu azenguruka Galileya yose yigishiriza abantu mu nsengero zabo, abatangariza Ubutumwa bwiza bw'ubwami bw'ijuru, kandi akiza abantu indwara zose n'ubumuga bwose. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/4-8fc5b7e3b8fe1e259e47d55f01b92f02.mp3?version_id=387
144,MAT.4.24,"Ibye byamamara cyane mu gihugu cya Siriya, bamuzanira abantu bose barwaye indwara z'amoko atari amwe, imbabare n'abahanzweho, abanyagicuri n'ibimuga maze arabakiza. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/4-8fc5b7e3b8fe1e259e47d55f01b92f02.mp3?version_id=387
145,MAT.4.25,"Nuko imbaga y'abantu iramukurikira, bamwe baturutse muri Galileya no mu ntara yitwa Dekapoli, abandi baturutse i Yeruzalemu no muri Yudeya no hakurya ya Yorodani.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/4-8fc5b7e3b8fe1e259e47d55f01b92f02.mp3?version_id=387
146,MAT.5.1,"Yezu abonye ya mbaga y'abantu benshi azamuka umusozi, amaze kwicara abigishwa be baramwegera.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
148,MAT.5.2,Atangira kubigisha agira ati:,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
150,MAT.5.3,"â€œHahirwa abafite imitima ikeneye Imana,",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
151,MAT.5.3,kuko ubwami bw'ijuru ari ubwabo.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
153,MAT.5.4,"Hahirwa abashavuye,",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
154,MAT.5.4,kuko ari bo bazahozwa.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
156,MAT.5.5,"Hahirwa abagwaneza,",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
157,MAT.5.5,kuko ari bo bazaragwa isi.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
159,MAT.5.6,"Hahirwa abafite inzara n'inyota byo gutunganira Imana,",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
160,MAT.5.6,kuko ari bo bazahazwa.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
162,MAT.5.7,"Hahirwa abanyambabazi,",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
163,MAT.5.7,kuko ari bo bazazigirirwa.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
165,MAT.5.8,"Hahirwa abafite imitima iboneye,",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
166,MAT.5.8,kuko ari bo bazabona Imana.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
168,MAT.5.9,"Hahirwa abazana amahoro mu bantu,",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
169,MAT.5.9,kuko ari bo bazitwa abana b'Imana.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
171,MAT.5.10,Hahirwa abatotezwa,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
172,MAT.5.10,"bahÅçrwa gukora ibyo Imana ishaka,",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
173,MAT.5.10,kuko ubwami bw'ijuru ari ubwabo.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
175,MAT.5.11,"â€œMurahirwa iyo babatuka, bakabatoteza, bakababeshyera ibibi byinshi ari jye babahÅçra. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
176,MAT.5.12,"Mujye mwishima kandi munezerwe, kuko muzabona ingororano ishyitse mu ijuru. Ni ko batotezaga abahanuzi b'Imana bababanjirije.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
178,MAT.5.13,"â€œMuri umunyu w'isi. Ariko se iyo umunyu wamaze gukayuka wakongera kuryoshywa n'iki? Nta cyo uba ukimaze, ahubwo ujugunywa hanze abantu bakawukandagira.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
180,MAT.5.14,"â€œMuri urumuri rw'isi. Umujyi wubatse mu mpinga y'umusozi ntushobora kwihisha, ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
181,MAT.5.15,"kandi nta wacana itara ngo aryubikeho akabindi, ahubwo aritereka ahirengeye maze rikamurikira abari mu nzu bose. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
182,MAT.5.16,"Mube ari ko mumurikira abantu, kugira ngo barebe ibyiza mukora bahimbaze So uri mu ijuru.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
184,MAT.5.17,"â€œNtimwibwire ko nazanywe no kuvanaho Amategeko cyangwa ibyanditswe n'abahanuzi. Sinazanywe no kubivanaho, ahubwo nazanywe no kubisohoza. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
185,MAT.5.18,"Ndababwira nkomeje ko nta kanyuguti habe n'akadomo na kamwe ko mu Mategeko kazavaho, kugeza ubwo byose bizaba birangiye, ijuru n'isi bigashira. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
186,MAT.5.19,"Umuntu wese uzaca ku itegeko rimwe, naho ryaba rito muri ayo yose, akigisha abantu kugenza nka we, azagirwa uwa nyuma mu bwami bw'ijuru. Ariko uzayumvira akayigisha abandi, azitwa mukuru mu bwami bw'ijuru. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
187,MAT.5.20,"Reka mbabwire, nimudatunganira Imana kurenza abigishamategeko n'Abafarizayi, ntabwo muzinjira mu bwami bw'ijuru.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
189,MAT.5.21,"â€œMwumvise ko aba kera babwiwe ngo: â€˜Ntukiceâ€™, kuko uwishe umuntu azashyirwa mu rubanza. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
190,MAT.5.22,"Ariko jyewe ndababwira ko umuntu wese urakarira mugenzi we azashyirwa mu rubanza. Kandi umuntu wese ubwira mugenzi we ati: â€˜Uri igicucuâ€™, aba akwiye kubibarizwa mu rukiko rw'ikirenga, naho ubwira mugenzi we ati: â€˜Wa kigoryi we!â€™ aba ari uwo gushyirwa mu nyenga y'umuriro. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
191,MAT.5.23,"Noneho nujyana ituro ryawe ku rutambiro kuritura Imana, wahagera ukibuka ko mugenzi wawe afite icyo apfa nawe, ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
192,MAT.5.24,uzasige ituro ryawe aho imbere y'urutambiro,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
194,MAT.5.25,"â€œNujyana mu rukiko n'uwo muburana, wigorore na we mukiri mu nzira kugira ngo atagushyikiriza umucamanza, na we akaguha umuporisi akagushyira muri gereza. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
195,MAT.5.26,"Ndakubwira nkomeje ko utazavamo utabanje gutanga amafaranga baguciye yose, hatabuze na rimwe.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
197,MAT.5.27,â€œMwumvise ko byavuzwe ngo: â€˜Ntugasambane.â€™ ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
198,MAT.5.28,"Ariko jyewe ndababwira yuko umuntu wese ureba umugore akamurarikira, mu bitekerezo bye aba amaze gusambana na we. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
199,MAT.5.29,"Nuko rero ijisho ryawe ry'iburyo niba ryakugusha mu cyaha, urinogore urite. Icyakubera cyiza ni ukubura rumwe mu ngingo zawe, aho kugira ngo umubiri wawe wose utabwe mu nyenga y'umuriro. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
200,MAT.5.30,"Niba ikiganza cyawe cy'iburyo cyakugusha mu cyaha, ugice ugite. Icyakubera cyiza ni ukubura rumwe mu ngingo zawe, aho kugira ngo umubiri wawe wose utabwe mu nyenga y'umuriro.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
202,MAT.5.31,â€œByavuzwe kandi ko â€˜Ushaka kwirukana umugore we agomba kumuha urwandiko rwemeza ko amusenze.â€™ ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
203,MAT.5.32,"Ariko jyewe ndababwira ko umuntu wese wirukana umugore we, bitavuye ku kubana kutemewe n'Amategeko",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
205,MAT.5.33,"â€œMwumvise ko aba kera babwiwe ngo â€˜Ntukarahire ibinyoma, ahubwo uzajye uhigura imihigo wahigiye Nyagasani.â€™ ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
206,MAT.5.34,"Ariko jyewe ndababwira kutarahira rwose, kwaba kurahira mushingiye ku ijuru kuko ari intebe ya cyami y'Imana, ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
207,MAT.5.35,cyangwa ku isi kuko ari yo kabaho ikandagizaho ibirenge,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
208,MAT.5.36,"Ndetse ntuzanarahire ushingiye indahiro ku mutwe wawe, kuko utabasha guhindura agasatsi kawe na kamwe ngo kabe umweru cyangwa kirabure. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
209,MAT.5.37,"Mujye muvuga gusa muti: â€˜Yego, ni byoâ€™, cyangwa se muhakane muti: â€˜Oya, si byoâ€™. Ibindi umuntu agerekaho byose biba biturutse kuri Sekibi.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
211,MAT.5.38,"â€œMwumvise ko byavuzwe ngo: â€˜Umennye undi ijisho na we barimumeneâ€™, kandi ngo: â€˜Ukuye undi iryinyo na we barimukure.â€™ ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
212,MAT.5.39,"Ariko jyewe ndababwira kutitura inabi mwagiriwe. Ahubwo umuntu nagukubita urushyi mu musaya w'iburyo, umuhe n'undi musaya. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
213,MAT.5.40,"Byongeye kandi umuntu nashaka kuguhuguza ishati uyimuhe, ugerekeho n'ikote. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
214,MAT.5.41,"Nihagira uguhata kumwakira umutwaro ngo uwutware kirometero imwe, uzongereho n'iya kabiri. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
215,MAT.5.42,"Ugusabye umuhe, kandi ushaka kugira icyo agutira ntukamwiyame.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
217,MAT.5.43,"â€œMwumvise ko byavuzwe ngo: â€˜Ujye ukunda mugenzi wawe, kandi wange umwanzi wawe.â€™ ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
218,MAT.5.44,Ariko jyewe ndababwira nti: â€˜Mukunde n'abanzi banyu kandi musabire ababatoteza.â€™ ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
219,MAT.5.45,"Ibyo mubikorere kugira ngo mube abana nyakuri ba So uri mu ijuru, kuko avusha izuba rye ku beza no ku babi, kandi akagusha n'imvura ye ku ntungane no ku bagome. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
220,MAT.5.46,"Niba mukunda ababakunda gusa, ubwo se mukwiriye ngororano ki? Mbese abasoresha bo ntibabigenza batyo? ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
221,MAT.5.47,"Kandi niba muramutsa incuti zanyu gusa, muba murushije iki abandi bantu? Mbese abatazi Imana bo ntibabigenza batyo? ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
222,MAT.5.48,Mube intungane nk'uko So uri mu ijuru ari intungane.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/5-e090c83bc115143508ff945945db70da.mp3?version_id=387
223,MAT.6.1,"â€œIbikorwa byiza byanyu murajye mwirinda kubikorera imbere y'abantu kugira ngo babarebe, mutazivutsa ingororano ya So uri mu ijuru.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/6-1e89417f588bcf3edccecd8dc2acde02.mp3?version_id=387
225,MAT.6.2,"â€œIgihe uhaye umukene imfashanyo ntukabyamamaze nk'uko abantu b'indyarya babigenza, bari mu nsengero no mu mayira kugira ngo abantu babashime. Ndababwira nkomeje ko ingororano yabo baba bamaze kuyishyikira. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/6-1e89417f588bcf3edccecd8dc2acde02.mp3?version_id=387
226,MAT.6.3,"Ahubwo wowe igihe uhaye umukene imfashanyo, ntihakagire n'inyoni ibimenya. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/6-1e89417f588bcf3edccecd8dc2acde02.mp3?version_id=387
227,MAT.6.4,Bityo ibyo umuhaye bizabe ibanga. Nuko So we umenya ibiri mu ibanga azakwitura.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/6-1e89417f588bcf3edccecd8dc2acde02.mp3?version_id=387
229,MAT.6.5,"â€œIgihe musenga ntimukamere nk'abantu b'indyarya, bakunda gusenga bahagaze mu nsengero no mu mahuriro y'inzira kugira ngo abantu bababone. Ndababwira nkomeje ko ingororano yabo baba bamaze kuyishyikira. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/6-1e89417f588bcf3edccecd8dc2acde02.mp3?version_id=387
230,MAT.6.6,"Ahubwo wowe igihe usenga ujye winjira mu cyumba cyawe ukinge, maze usenge So uba ahatagaragara. Nuko So we umenya ibiri mu ibanga azakwitura.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/6-1e89417f588bcf3edccecd8dc2acde02.mp3?version_id=387
232,MAT.6.7,"â€œIgihe musenga ntimugatondagure amagambo atagira icyo avuga, nk'uko abatazi Imana babigenza bibwira ko bazasubizwa kubera amagambo menshi. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/6-1e89417f588bcf3edccecd8dc2acde02.mp3?version_id=387
233,MAT.6.8,"Ntimukagenze nka bo, kuko So aba azi icyo mukeneye mutarakimusaba. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/6-1e89417f588bcf3edccecd8dc2acde02.mp3?version_id=387
234,MAT.6.9,Nuko rero mujye musenga muti:,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/6-1e89417f588bcf3edccecd8dc2acde02.mp3?version_id=387
235,MAT.6.9,"â€˜Data uri mu ijuru,",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/6-1e89417f588bcf3edccecd8dc2acde02.mp3?version_id=387
236,MAT.6.9,"izina ryawe niryubahwe,",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/6-1e89417f588bcf3edccecd8dc2acde02.mp3?version_id=387
238,MAT.6.10,ubwami bwawe nibuze.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/6-1e89417f588bcf3edccecd8dc2acde02.mp3?version_id=387
239,MAT.6.10,"Ibyo ushaka bibe ari byo bikorwa ku isi,",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/6-1e89417f588bcf3edccecd8dc2acde02.mp3?version_id=387
240,MAT.6.10,nk'uko bikorwa mu ijuru.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/6-1e89417f588bcf3edccecd8dc2acde02.mp3?version_id=387
242,MAT.6.11,Uduhe none ifunguro ridukwiriye,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/6-1e89417f588bcf3edccecd8dc2acde02.mp3?version_id=387
244,MAT.6.12,"Utubabarire ibyo twagucumuyeho,",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/6-1e89417f588bcf3edccecd8dc2acde02.mp3?version_id=387
245,MAT.6.12,nk'uko natwe tubabarira abaducumuyeho.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/MAT/6-1e89417f588bcf3edccecd8dc2acde02.mp3?version_id=387
